Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
B.Witt o0.5 HR,gneiffer07,475,0.5,B.Witt,2.875,2.375,Kansas City Royals,Philadelphia Phillies,1.0,0.16535433070866143,0.0,0.0,0.0,0.3,0.0
S.Horwitz o0.5 HR,sandyplashkes,725,0.5,S.Horwitz,4.125,3.625,Toronto Blue Jays,Los Angeles Angels,1.0,0.1111111111111111,0.0,0.4,0.0,0.3,0.0
C.Bassitt o1.5 BB,Markus_Markets,-135,0.74,C.Bassitt,1.288148148148148,0.548148148148148,Toronto Blue Jays,Los Angeles Angels,1.0,0.72,1.0,0.6,1.0,0.6,1.0
C.Bassitt o1.5 Earned Runs,SBK5065,-169,0.59,C.Bassitt,0.9391124260355028,0.3491124260355028,Toronto Blue Jays,Los Angeles Angels,1.0,0.72,1.0,1.0,1.0,0.9,1.0
F.Lindor o1.5 Total Bases,charliedisturco,135,0.68,F.Lindor,1.598,0.918,New York Mets,San Diego Padres,0.0,0.453125,0.0,0.6,1.0,0.7,1.0
F.Lindor o0.5 HR,charliedisturco,520,0.1,F.Lindor,0.6200000000000001,0.5200000000000001,New York Mets,San Diego Padres,0.0,0.1640625,0.0,0.2,0.0,0.3,0.0
P.Blackburn u3.5 Ks,PlayerPropSavant,-115,0.5,P.Blackburn,0.934782608695652,0.4347826086956521,New York Mets,San Diego Padres,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.Judge o1.5 Total Bases,theprophunter0_,-125,1.0,A.Judge,1.8,0.8,New York Yankees,Colorado Rockies,1.0,0.5317460317460317,1.0,0.8,1.0,0.9,1.0
K.Freeland u4.5 Ks,JBBets1,-150,0.67,K.Freeland,1.1166666666666667,0.4466666666666666,Colorado Rockies,New York Yankees,0.0,0.6428571428571429,1.0,0.4,0.0,0.5,0.0
C.Rodon u2.5 BB,SBK5065,-215,0.5,C.Rodon,0.7325581395348837,0.2325581395348837,New York Yankees,Colorado Rockies,1.0,0.76,1.0,0.8,1.0,0.8,1.0
N.Eovaldi o17.5 Outs,Markus_Markets,-163,0.61,N.Eovaldi,0.9842331288343558,0.3742331288343558,Texas Rangers,Cleveland Guardians,0.0,0.5714285714285714,1.0,0.4,0.0,0.7,1.0
J.Soler o1.5 Total Bases,theprophunter0_,120,1.0,J.Soler,2.2,1.2000000000000002,Atlanta Braves,Washington Nationals,1.0,0.3333333333333333,0.0,0.2,0.0,0.5,0.0
M.Meyer u4.5 Ks,KyleJustBets,-120,0.83,M.Meyer,1.5216666666666667,0.6916666666666668,Miami Marlins,Chicago Cubs,1.0,0.75,1.0,0.8,1.0,0.75,1.0
K.Montero u2.5 Earned Runs,PlayerPropSavant,-125,1.0,K.Montero,1.8,0.8,Detroit Tigers,Chicago White Sox,0.0,0.4,0.0,0.4,0.0,0.4,0.0
T.Walker o2.5 strikeouts,Rotowire,100,0.75,T.Walker,1.5,0.75,Philadelphia Phillies,Kansas City Royals,0,0.9166666666666666,1,1.0,1,0.9,1
K.Freeland o3.5 strikeouts,Rotowire,100,0.75,K.Freeland,1.5,0.75,Colorado Rockies,New York Yankees,0,0.5,0,0.6,1,0.7,1
M.Toglia o0.5 total bases,Rotowire Prizepicks,100,1.5,M.Toglia,3.0,1.5,Colorado Rockies,New York Yankees,0,0.6049382716049383,1,0.6,1,0.8,1
K.Hendricks o3.5 strikeouts,Rotowire Prizepicks,100,1.5,K.Hendricks,3.0,1.5,Chicago Cubs,Miami Marlins,0,0.5294117647058824,1,0.6,1,0.5,0
F.Lindor o1.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,F.Lindor,3.0,1.5,New York Mets,San Diego Padres,0,0.5625,1,0.8,1,0.9,1
J.Polanco o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Polanco,3.0,1.5,Seattle Mariners,San Francisco Giants,1,0.6136363636363636,1,0.8,1,0.7,1
A.Abbott o15.5 outs,Rotowire,100,0.75,A.Abbott,1.5,0.75,Cincinnati Reds,Pittsburgh Pirates,0,0.52,1,0.2,0,0.4,0
T.Walker o1.5 walks allowed,Rotowire Prizepicks,100,1.5,T.Walker,3.0,1.5,Philadelphia Phillies,Kansas City Royals,0.0,0.75,1,0.8,1,0.8,1
R.Devers o1.5 hits+runs+rbi,Rotowire,100,0.75,R.Devers,1.5,0.75,Boston Red Sox,Arizona Diamondbacks,1.0,0.5929203539823009,1,0.6,1,0.6,1
T.Walker o2.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Walker,3.0,1.5,Philadelphia Phillies,Kansas City Royals,0.0,0.9166666666666666,1,1.0,1,0.9,1
